conversation_id,channel,customer_message,language,synthetic,annotator_1_label,annotator_2_label,annotator_3_label,adjudicated_intent,annotation_confidence,review_status,reviewer_id
CONV-04300,mobile_app,"Hello, My discount code isn't working. Please let me know.",en,True,promo_code,promo_code,promo_code,promo_code,high,approved,
CONV-04301,mobile_app,I wanted to check whether I noticed a login I don't recognize. I haven't changed anything on my account. Thank you.,en,True,account_security,password_reset,account_security,account_security,medium,adjudicated,REVIEWER-001
CONV-04302,web_form,Just checking — The discount isn't being applied even though I entered the code. I placed the order earlier today. I'd appreciate your help.,en,True,promo_code,promo_code,promo_code,promo_code,high,approved,
CONV-04303,mobile_app,"Hello, I'm locked out of my account and need access. Can you check?",en,True,account_access,account_access,account_access,account_access,high,approved,
CONV-04304,chat,Please advise: What steps do I need to follow to return this product? I noticed this while reviewing my recent activity. I'd appreciate your help.,en,True,return_request,return_request,return_request,return_request,high,approved,
CONV-04305,web_form,I need some help. It looks like I was billed twice for ORD-101646. This is my first time dealing with this issue. Can you check?,en,True,duplicate_charge,duplicate_charge,duplicate_charge,duplicate_charge,high,approved,
CONV-04306,web_form,Quick question: The promised delivery window is over for ORD-100364. I placed the order earlier today. I’d like to resolve this today.,en,True,delivery_delay,delivery_delay,delivery_delay,delivery_delay,high,approved,
CONV-04307,email,I need some help. There are changes in my profile that I didn't make.,en,True,account_security,account_security,account_security,account_security,high,approved,
CONV-04308,email,Quick question: The item arrived damaged. What should I do? I noticed this while reviewing my recent activity. I'd appreciate your help.,en,True,damaged_item,damaged_item,damaged_item,damaged_item,high,approved,
CONV-04309,mobile_app,Could you help me? My subscription payment was higher than I expected. I placed the order earlier today. Any guidance would be helpful.,en,True,subscription_billing,subscription_billing,subscription_billing,subscription_billing,high,approved,
CONV-04310,email,Please advise: When should ORD-100525 arrive? I placed the order earlier today. Thanks.,en,True,delivery_estimate,delivery_estimate,delivery_estimate,delivery_estimate,high,approved,
CONV-04311,mobile_app,Could you help me? I’m checking on ORD-100055. Could you tell me its current status? I’m trying to sort this out before the end of the day. Thanks.,en,True,order_status,order_status,order_status,order_status,high,approved,
CONV-04312,web_form,I’m contacting support because Roughly how long will delivery take? I haven't changed anything on my account.,en,True,delivery_estimate,delivery_estimate,delivery_estimate,delivery_estimate,high,approved,
CONV-04313,chat,Please advise: My parcel is 5 days late. Can you investigate? I noticed this while reviewing my recent activity. Any guidance would be helpful.,en,True,delivery_delay,delivery_estimate,delivery_delay,delivery_delay,medium,adjudicated,REVIEWER-001
CONV-04314,chat,Just checking — The login page won't let me access my account. I placed the order earlier today. I'd appreciate your help.,en,True,account_access,account_access,account_access,account_access,high,approved,
CONV-04315,web_form,"Quick question: I have tried several times, but the transaction won't go through. I noticed this while reviewing my recent activity. I'd appreciate your help.",en,True,payment_failure,duplicate_charge,payment_failure,payment_failure,medium,adjudicated,REVIEWER-001
CONV-04316,mobile_app,Quick question: The item arrived damaged. What should I do? I placed the order earlier today. Thanks.,en,True,damaged_item,wrong_item,damaged_item,damaged_item,medium,adjudicated,REVIEWER-001
CONV-04317,chat,I’m contacting support because How do I change the address attached to my order? I haven't changed anything on my account. Thank you.,en,True,address_change,address_change,address_change,address_change,high,approved,
CONV-04318,mobile_app,Could you help me? My subscription payment was higher than I expected. I’m trying to sort this out before the end of the day. Thanks.,en,True,subscription_billing,subscription_billing,subscription_cancel,subscription_billing,medium,adjudicated,REVIEWER-001
CONV-04319,chat,Could you help me? My account suddenly won't let me log in. I noticed this while reviewing my recent activity. I'd appreciate your help.,en,True,account_access,account_access,account_access,account_access,high,approved,
CONV-04320,web_form,"Hello, I don't recognize the amount billed for my membership. Thank you.",en,True,subscription_billing,subscription_billing,subscription_billing,subscription_billing,high,approved,
CONV-04321,chat,Please advise: My package contains a different product. I noticed this while reviewing my recent activity. Any guidance would be helpful.,en,True,wrong_item,wrong_item,wrong_item,wrong_item,high,approved,
CONV-04322,mobile_app,"Hello, My package contains a different product. This is my first time dealing with this issue. Thank you.",en,True,damaged_item,wrong_item,wrong_item,wrong_item,medium,adjudicated,REVIEWER-001
CONV-04323,web_form,Please advise: My package contains a different product. I’m trying to sort this out before the end of the day. I'd appreciate your help.,en,True,wrong_item,missing_item,wrong_item,wrong_item,medium,adjudicated,REVIEWER-001
CONV-04324,mobile_app,I’m contacting support because I'd like to withdraw this purchase if it hasn't shipped. This is my first time dealing with this issue. Can you check?,en,True,order_cancellation,order_cancellation,order_status,order_cancellation,medium,adjudicated,REVIEWER-001
CONV-04325,web_form,"Hi, I'd like to withdraw this purchase if it hasn't shipped. I’m trying to sort this out before the end of the day. Any guidance would be helpful.",en,True,order_cancellation,order_status,order_cancellation,order_cancellation,medium,adjudicated,REVIEWER-001
CONV-04326,email,Why is the coupon being rejected at checkout? Can you check?,en,True,promo_code,promo_code,promo_code,promo_code,high,approved,
CONV-04327,email,Quick question: I need to create a new password because I can't remember mine. I noticed this while reviewing my recent activity. I’d like to resolve this today.,en,True,password_reset,password_reset,password_reset,password_reset,high,approved,
CONV-04328,mobile_app,I wanted to check whether The delivered item doesn't match my order. This is my first time dealing with this issue. Please let me know.,en,True,wrong_item,wrong_item,wrong_item,wrong_item,high,approved,
CONV-04329,mobile_app,"Hi, Roughly how long will delivery take? I noticed this while reviewing my recent activity. I'd appreciate your help.",en,True,delivery_estimate,delivery_estimate,delivery_estimate,delivery_estimate,high,approved,
CONV-04330,web_form,Could you help me? I want to cancel my subscription. I noticed this while reviewing my recent activity. Thanks.,en,True,subscription_cancel,subscription_cancel,subscription_cancel,subscription_cancel,high,approved,
CONV-04331,web_form,I wanted to check whether I need to create a new password because I can't remember mine. This is my first time dealing with this issue. Please let me know.,en,True,password_reset,account_access,account_security,password_reset,low,escalated,REVIEWER-002
CONV-04332,chat,I need some help. Can you explain the latest recurring charge? This is my first time dealing with this issue. Can you check?,en,True,subscription_billing,subscription_billing,subscription_billing,subscription_billing,high,approved,
CONV-04333,mobile_app,I need some help. Can you help me cancel my recent order? This is my first time dealing with this issue. Can you check?,en,True,order_cancellation,order_cancellation,order_cancellation,order_cancellation,high,approved,
CONV-04334,mobile_app,Could you help me? What is the estimated delivery date for my package? I’m trying to sort this out before the end of the day. I’d like to resolve this today.,en,True,delivery_estimate,delivery_estimate,delivery_estimate,delivery_estimate,high,approved,
CONV-04335,chat,My subscription payment was higher than I expected. I haven't changed anything on my account. Can you check?,en,True,subscription_billing,subscription_billing,subscription_billing,subscription_billing,high,approved,
CONV-04336,web_form,What is the estimated delivery date for my package? This is my first time dealing with this issue. Can you check?,en,True,delivery_estimate,delivery_estimate,delivery_tracking,delivery_estimate,medium,adjudicated,REVIEWER-001
CONV-04337,chat,"Hi, Where should I enter my promo code? I placed the order earlier today. Thanks.",en,True,promo_code,promo_code,promo_code,promo_code,high,approved,
CONV-04338,email,I wanted to check whether Please stop ORD-101887 before it is dispatched. I haven't changed anything on my account. Thank you.,en,True,order_cancellation,order_cancellation,order_status,order_cancellation,medium,adjudicated,REVIEWER-001
CONV-04339,chat,"Hi, I think someone may have accessed my account. I noticed this while reviewing my recent activity. Any guidance would be helpful.",en,True,account_security,account_access,account_security,account_security,medium,adjudicated,REVIEWER-001
CONV-04340,web_form,"Hi, ORD-100280 was due on Monday, but it still hasn't arrived. I placed the order earlier today. I'd appreciate your help.",en,True,delivery_delay,delivery_delay,delivery_delay,delivery_delay,high,approved,
CONV-04341,mobile_app,Quick question: I think I was charged more than once for a single checkout. I noticed this while reviewing my recent activity. I'd appreciate your help.,en,True,duplicate_charge,duplicate_charge,duplicate_charge,duplicate_charge,high,approved,
CONV-04342,email,"Hello, I'm locked out of my account and need access. Thank you.",en,True,account_access,account_access,account_access,account_access,high,approved,
CONV-04343,email,Please help me arrange a return. This is my first time dealing with this issue. Thank you.,en,True,return_request,return_request,return_request,return_request,high,approved,
CONV-04344,chat,Just checking — Where is ORD-104850 right now? I noticed this while reviewing my recent activity. I’d like to resolve this today.,en,True,delivery_tracking,delivery_tracking,delivery_tracking,delivery_tracking,high,approved,
CONV-04345,web_form,Quick question: I want to return ORD-100760. How do I start? I’m trying to sort this out before the end of the day. Thanks.,en,True,return_request,order_cancellation,return_request,return_request,medium,adjudicated,REVIEWER-001
CONV-04346,chat,Could you help me? I no longer want this order. Is cancellation still possible? I placed the order earlier today. I'd appreciate your help.,en,True,order_cancellation,order_cancellation,order_cancellation,order_cancellation,high,approved,
CONV-04347,web_form,"Hello, I don't recognize the amount billed for my membership. This is my first time dealing with this issue. Thank you.",en,True,duplicate_charge,subscription_billing,subscription_billing,subscription_billing,medium,adjudicated,REVIEWER-001
CONV-04348,email,I need some help. I don't want the subscription to continue after this billing period. I haven't changed anything on my account. Thank you.,en,True,subscription_cancel,subscription_cancel,order_cancellation,subscription_cancel,medium,adjudicated,REVIEWER-001
CONV-04349,web_form,My subscription payment was higher than I expected. This is my first time dealing with this issue. Thank you.,en,True,subscription_billing,subscription_billing,subscription_billing,subscription_billing,high,approved,
CONV-04350,chat,Just checking — I don't want the subscription to continue after this billing period. I placed the order earlier today. I'd appreciate your help.,en,True,subscription_cancel,subscription_cancel,subscription_cancel,subscription_cancel,high,approved,
CONV-04351,web_form,Please advise: My discount code isn't working. I noticed this while reviewing my recent activity. I’d like to resolve this today.,en,True,promo_code,promo_code,promo_code,promo_code,high,approved,
CONV-04352,email,Just checking — Part of ORD-102593 was not included in the delivery. I placed the order earlier today. Any guidance would be helpful.,en,True,missing_item,missing_item,missing_item,missing_item,high,approved,
CONV-04353,chat,I wanted to check whether I have a question about the charge on my recurring plan. I haven't changed anything on my account. Can you check?,en,True,subscription_billing,duplicate_charge,subscription_cancel,subscription_billing,low,escalated,REVIEWER-002
CONV-04354,mobile_app,Could you help me? Can you send me through the password recovery process? I’m trying to sort this out before the end of the day. Any guidance would be helpful.,en,True,password_reset,password_reset,password_reset,password_reset,high,approved,
CONV-04355,mobile_app,"Hi, How do I change the address attached to my order? I placed the order earlier today. I’d like to resolve this today.",en,True,address_change,address_change,address_change,address_change,high,approved,
CONV-04356,web_form,Please advise: I'm locked out of my account and need access. I placed the order earlier today. Thanks.,en,True,account_access,account_access,account_access,account_access,high,approved,
CONV-04357,web_form,Just checking — There are changes in my profile that I didn't make. I placed the order earlier today. I’d like to resolve this today.,en,True,account_security,account_security,account_security,account_security,high,approved,
CONV-04358,email,"Hi, Can you see what stage ORD-100137 is at right now? I placed the order earlier today. I’d like to resolve this today.",en,True,order_status,order_status,order_status,order_status,high,approved,
CONV-04359,chat,I wanted to check whether The item arrived damaged. What should I do? I haven't changed anything on my account. Can you check?,en,True,damaged_item,damaged_item,damaged_item,damaged_item,high,approved,
CONV-04360,chat,"Hello, The product has a crack that wasn't shown in the listing.",en,True,damaged_item,damaged_item,damaged_item,damaged_item,high,approved,
CONV-04361,email,Quick question: I need to create a new password because I can't remember mine. I noticed this while reviewing my recent activity. I'd appreciate your help.,en,True,password_reset,password_reset,password_reset,password_reset,high,approved,
CONV-04362,email,I wanted to check whether The promotional code says it is invalid. I haven't changed anything on my account. Can you check?,en,True,promo_code,promo_code,promo_code,promo_code,high,approved,
CONV-04363,mobile_app,Why is the coupon being rejected at checkout? Thank you.,en,True,promo_code,promo_code,promo_code,promo_code,high,approved,
CONV-04364,web_form,Just checking — The discount isn't being applied even though I entered the code. I placed the order earlier today. I'd appreciate your help.,en,True,promo_code,promo_code,promo_code,promo_code,high,approved,
CONV-04365,email,"I wanted to check whether I have tried several times, but the transaction won't go through. I haven't changed anything on my account. Can you check?",en,True,payment_failure,payment_failure,payment_failure,payment_failure,high,approved,
CONV-04366,email,Just checking — There is visible damage on the item I received. I noticed this while reviewing my recent activity. I’d like to resolve this today.,en,True,damaged_item,damaged_item,damaged_item,damaged_item,high,approved,
CONV-04367,chat,Could you help me? I was sent the wrong model. I’m trying to sort this out before the end of the day. Thanks.,en,True,missing_item,wrong_item,wrong_item,wrong_item,medium,adjudicated,REVIEWER-001
CONV-04368,chat,Just checking — Why does the payment fail whenever I try to complete the order? I’m trying to sort this out before the end of the day. Thanks.,en,True,payment_failure,payment_failure,payment_failure,payment_failure,high,approved,
CONV-04369,mobile_app,"Hello, I can't finish the purchase because the payment isn't accepted. This is my first time dealing with this issue. Thank you.",en,True,payment_failure,payment_failure,payment_failure,payment_failure,high,approved,
CONV-04370,web_form,I wanted to check whether The item arrived damaged. What should I do? I haven't changed anything on my account. Please let me know.,en,True,damaged_item,damaged_item,damaged_item,damaged_item,high,approved,
CONV-04371,web_form,I need some help. There is visible damage on the item I received. Thank you.,en,True,damaged_item,damaged_item,damaged_item,damaged_item,high,approved,
CONV-04372,mobile_app,I wanted to check whether Please stop my recurring membership.,en,True,subscription_cancel,order_cancellation,subscription_cancel,subscription_cancel,medium,adjudicated,REVIEWER-001
CONV-04373,web_form,"Hi, Checkout keeps rejecting my payment. I noticed this while reviewing my recent activity. I'd appreciate your help.",en,True,payment_failure,payment_failure,payment_failure,payment_failure,high,approved,
CONV-04374,chat,Please advise: I received a security alert for an unfamiliar sign-in. I noticed this while reviewing my recent activity. Thanks.,en,True,account_security,account_security,account_security,account_security,high,approved,
CONV-04375,chat,Could you help me? Something about my account activity looks suspicious. I noticed this while reviewing my recent activity. Thanks.,en,True,account_security,account_security,password_reset,account_security,medium,adjudicated,REVIEWER-001
CONV-04376,chat,Quick question: I keep getting rejected when I try to sign in. I placed the order earlier today. I'd appreciate your help.,en,True,account_access,account_access,account_access,account_access,high,approved,
CONV-04377,web_form,"Hi, I'd like to withdraw this purchase if it hasn't shipped. I’m trying to sort this out before the end of the day. Any guidance would be helpful.",en,True,order_cancellation,order_cancellation,order_cancellation,order_cancellation,high,approved,
CONV-04378,email,Quick question: I need to create a new password because I can't remember mine. I’m trying to sort this out before the end of the day. I’d like to resolve this today.,en,True,password_reset,password_reset,password_reset,password_reset,high,approved,
CONV-04379,web_form,"Could you help me? I expected this shipment already, but it hasn't turned up. I placed the order earlier today. I’d like to resolve this today.",en,True,delivery_delay,delivery_delay,delivery_estimate,delivery_delay,medium,adjudicated,REVIEWER-001
CONV-04380,mobile_app,Could you help me? I’m checking on ORD-100235. Could you tell me its current status? I’m trying to sort this out before the end of the day. Any guidance would be helpful.,en,True,order_status,order_status,order_status,order_status,high,approved,
CONV-04381,email,Could you help me? Could you tell me the current status of my refund? I’m trying to sort this out before the end of the day. I’d like to resolve this today.,en,True,refund_status,refund_status,refund_status,refund_status,high,approved,
CONV-04382,web_form,Just checking — Can you help me cancel my recent order? I placed the order earlier today. Any guidance would be helpful.,en,True,order_cancellation,order_cancellation,order_cancellation,order_cancellation,high,approved,
CONV-04383,email,I’m contacting support because Where should I enter my promo code?,en,True,promo_code,promo_code,promo_code,promo_code,high,approved,
CONV-04384,chat,"Hi, How can I prevent the plan from renewing? I placed the order earlier today. I'd appreciate your help.",en,True,subscription_cancel,subscription_cancel,subscription_cancel,subscription_cancel,high,approved,
CONV-04385,chat,Quick question: I want to return ORD-100770. How do I start? I placed the order earlier today. I’d like to resolve this today.,en,True,return_request,return_request,return_request,return_request,high,approved,
CONV-04386,email,Quick question: The item arrived damaged. What should I do? I’m trying to sort this out before the end of the day. I'd appreciate your help.,en,True,damaged_item,damaged_item,wrong_item,damaged_item,medium,adjudicated,REVIEWER-001
CONV-04387,email,"Hi, Roughly how long will delivery take? I noticed this while reviewing my recent activity. Any guidance would be helpful.",en,True,delivery_estimate,delivery_estimate,delivery_estimate,delivery_estimate,high,approved,
CONV-04388,email,Please advise: Would you mind checking the latest status of ORD-100249? I noticed this while reviewing my recent activity. I’d like to resolve this today.,en,True,order_status,order_status,order_status,order_status,high,approved,
CONV-04389,web_form,I wanted to check whether I think I was charged more than once for a single checkout. This is my first time dealing with this issue. Can you check?,en,True,duplicate_charge,duplicate_charge,duplicate_charge,duplicate_charge,high,approved,
CONV-04390,email,Something about my account activity looks suspicious. Can you check?,en,True,account_security,account_security,account_security,account_security,high,approved,
CONV-04391,email,"Hi, I opened the package and found the product broken. I’m trying to sort this out before the end of the day. I’d like to resolve this today.",en,True,damaged_item,damaged_item,damaged_item,damaged_item,high,approved,
CONV-04392,email,I’m contacting support because I'd like to withdraw this purchase if it hasn't shipped. Thank you.,en,True,order_cancellation,order_status,order_cancellation,order_cancellation,medium,adjudicated,REVIEWER-001
CONV-04393,chat,What is the estimated delivery date for my package? I haven't changed anything on my account. Please let me know.,en,True,delivery_estimate,delivery_estimate,delivery_estimate,delivery_estimate,high,approved,
CONV-04394,chat,"Hello, Does this product come with the accessories shown? Please let me know.",en,True,product_information,product_information,product_information,product_information,high,approved,
CONV-04395,chat,"Hello, The product has a crack that wasn't shown in the listing. I haven't changed anything on my account.",en,True,damaged_item,damaged_item,damaged_item,damaged_item,high,approved,
CONV-04396,web_form,My subscription payment was higher than I expected. Thank you.,en,True,subscription_billing,subscription_billing,subscription_billing,subscription_billing,high,approved,
CONV-04397,chat,"Hello, I received the package, but one of the products is absent. I haven't changed anything on my account. Please let me know.",en,True,missing_item,missing_item,missing_item,missing_item,high,approved,
CONV-04398,email,"Hi, I need the specifications before I decide whether to buy it. I noticed this while reviewing my recent activity. Any guidance would be helpful.",en,True,order_status,product_information,product_information,product_information,medium,adjudicated,REVIEWER-001
CONV-04399,web_form,Could you help me? My payment is being declined at checkout. I’m trying to sort this out before the end of the day. I'd appreciate your help.,en,True,payment_failure,subscription_billing,payment_failure,payment_failure,medium,adjudicated,REVIEWER-001
CONV-04400,chat,The same purchase appears twice on my card statement. Thank you.,en,True,duplicate_charge,duplicate_charge,duplicate_charge,duplicate_charge,high,approved,
CONV-04401,web_form,Just checking — The login page won't let me access my account. I’m trying to sort this out before the end of the day. Any guidance would be helpful.,en,True,account_access,password_reset,account_access,account_access,medium,adjudicated,REVIEWER-001
CONV-04402,chat,I wanted to check whether The item arrived damaged. What should I do? I haven't changed anything on my account.,en,True,damaged_item,damaged_item,damaged_item,damaged_item,high,approved,
CONV-04403,web_form,Quick question: The promised delivery window is over for ORD-100404. I noticed this while reviewing my recent activity. I’d like to resolve this today.,en,True,delivery_delay,delivery_delay,delivery_delay,delivery_delay,high,approved,
CONV-04404,web_form,Quick question: The promised delivery window is over for ORD-100384. I’m trying to sort this out before the end of the day. I'd appreciate your help.,en,True,delivery_delay,delivery_delay,delivery_delay,delivery_delay,high,approved,
CONV-04405,mobile_app,Quick question: Can you tell me more about this product's features? I placed the order earlier today. I’d like to resolve this today.,en,True,product_information,product_information,product_information,product_information,high,approved,
CONV-04406,chat,I need some help. There is visible damage on the item I received.,en,True,damaged_item,damaged_item,damaged_item,damaged_item,high,approved,
CONV-04407,email,Could you help me? The same purchase appears twice on my card statement. I’m trying to sort this out before the end of the day. Thanks.,en,True,duplicate_charge,duplicate_charge,duplicate_charge,duplicate_charge,high,approved,
CONV-04408,web_form,I’m contacting support because I need the specifications before I decide whether to buy it. This is my first time dealing with this issue. Can you check?,en,True,product_information,promo_code,product_information,product_information,medium,adjudicated,REVIEWER-001
CONV-04409,mobile_app,I want to cancel my subscription. I haven't changed anything on my account.,en,True,subscription_cancel,subscription_billing,subscription_cancel,subscription_cancel,medium,adjudicated,REVIEWER-001
CONV-04410,web_form,My subscription payment was higher than I expected. I haven't changed anything on my account. Please let me know.,en,True,subscription_billing,subscription_billing,subscription_billing,subscription_billing,high,approved,
CONV-04411,mobile_app,Just checking — I placed ORD-100223 recently. What is happening with it? I’m trying to sort this out before the end of the day. Thanks.,en,True,order_status,order_status,order_status,order_status,high,approved,
CONV-04412,email,Please advise: The product has a crack that wasn't shown in the listing. I placed the order earlier today. I’d like to resolve this today.,en,True,damaged_item,damaged_item,damaged_item,damaged_item,high,approved,
CONV-04413,chat,Can you send me through the password recovery process? I haven't changed anything on my account. Can you check?,en,True,password_reset,account_security,account_security,account_security,medium,adjudicated,REVIEWER-001
CONV-04414,web_form,Just checking — Can you help me cancel my recent order? I’m trying to sort this out before the end of the day. Any guidance would be helpful.,en,True,order_cancellation,order_cancellation,order_cancellation,order_cancellation,high,approved,
CONV-04415,chat,I wanted to check whether Can you tell me more about this product's features? I haven't changed anything on my account. Thank you.,en,True,product_information,product_information,product_information,product_information,high,approved,
CONV-04416,mobile_app,I need some help. I changed my mind and would like to send the item back. This is my first time dealing with this issue. Can you check?,en,True,return_request,return_request,return_request,return_request,high,approved,
CONV-04417,email,I need some help. The login page won't let me access my account. This is my first time dealing with this issue. Please let me know.,en,True,account_access,account_access,account_access,account_access,high,approved,
CONV-04418,email,Please advise: Would you mind checking the latest status of ORD-100009? I noticed this while reviewing my recent activity. I’d like to resolve this today.,en,True,order_status,order_status,order_status,order_status,high,approved,
CONV-04419,web_form,Just checking — Can you help me cancel my recent order? I’m trying to sort this out before the end of the day. Any guidance would be helpful.,en,True,return_request,order_cancellation,return_request,return_request,medium,adjudicated,REVIEWER-001
CONV-04420,chat,"Hi, I'd like to withdraw this purchase if it hasn't shipped. I noticed this while reviewing my recent activity. I’d like to resolve this today.",en,True,order_cancellation,order_cancellation,order_cancellation,order_cancellation,high,approved,
CONV-04421,email,"I’m contacting support because ORD-100255 was due on Saturday, but it still hasn't arrived. I haven't changed anything on my account. Can you check?",en,True,delivery_delay,delivery_delay,delivery_delay,delivery_delay,high,approved,
CONV-04422,chat,"Hello, Does this product come with the accessories shown? This is my first time dealing with this issue. Please let me know.",en,True,product_information,product_information,order_status,product_information,medium,adjudicated,REVIEWER-001
CONV-04423,email,Just checking — It looks like I was billed twice for ORD-101581. I noticed this while reviewing my recent activity. Any guidance would be helpful.,en,True,duplicate_charge,duplicate_charge,duplicate_charge,duplicate_charge,high,approved,
CONV-04424,web_form,Just checking — The login page won't let me access my account. I noticed this while reviewing my recent activity. Any guidance would be helpful.,en,True,account_access,account_access,account_access,account_access,high,approved,
CONV-04425,web_form,Could you help me? Please help me arrange a return. I noticed this while reviewing my recent activity. Any guidance would be helpful.,en,True,return_request,order_cancellation,return_request,return_request,medium,adjudicated,REVIEWER-001
CONV-04426,mobile_app,I need some help. The discount isn't being applied even though I entered the code. Thank you.,en,True,promo_code,promo_code,promo_code,promo_code,high,approved,
CONV-04427,chat,I need some help. Part of ORD-102508 was not included in the delivery. I haven't changed anything on my account. Please let me know.,en,True,missing_item,missing_item,missing_item,missing_item,high,approved,
CONV-04428,email,I want to cancel my subscription. I haven't changed anything on my account. Thank you.,en,True,subscription_cancel,subscription_cancel,subscription_cancel,subscription_cancel,high,approved,
CONV-04429,chat,I need some help. Can you explain the latest recurring charge?,en,True,subscription_billing,subscription_billing,subscription_billing,subscription_billing,high,approved,
CONV-04430,email,I wanted to check whether I keep getting rejected when I try to sign in. Thank you.,en,True,account_access,account_access,account_access,account_access,high,approved,
CONV-04431,mobile_app,Just checking — I’m planning around the delivery. When is it expected? I’m trying to sort this out before the end of the day. I'd appreciate your help.,en,True,delivery_estimate,delivery_estimate,delivery_tracking,delivery_estimate,medium,adjudicated,REVIEWER-001
CONV-04432,email,Could you help me? One product from my order is missing. I’m trying to sort this out before the end of the day. Any guidance would be helpful.,en,True,missing_item,missing_item,missing_item,missing_item,high,approved,
CONV-04433,chat,"Hi, Where should I enter my promo code? I noticed this while reviewing my recent activity. Thanks.",en,True,promo_code,promo_code,promo_code,promo_code,high,approved,
CONV-04434,mobile_app,"Hi, I need the specifications before I decide whether to buy it. I placed the order earlier today. I'd appreciate your help.",en,True,product_information,product_information,product_information,product_information,high,approved,
CONV-04435,email,Just checking — Has the refund for ORD-101145 been issued yet? I noticed this while reviewing my recent activity. I'd appreciate your help.,en,True,refund_status,refund_status,refund_status,refund_status,high,approved,
CONV-04436,mobile_app,Quick question: Can you give me an ETA for this shipment? I noticed this while reviewing my recent activity. I'd appreciate your help.,en,True,delivery_estimate,delivery_estimate,delivery_estimate,delivery_estimate,high,approved,
CONV-04437,mobile_app,Just checking — I can't recall my password and need to change it. I’m trying to sort this out before the end of the day. Thanks.,en,True,password_reset,password_reset,password_reset,password_reset,high,approved,
CONV-04438,mobile_app,"Hello, My parcel is 6 days late. Can you investigate? I haven't changed anything on my account. Thank you.",en,True,delivery_delay,delivery_delay,delivery_delay,delivery_delay,high,approved,
CONV-04439,email,I need some help. The login page won't let me access my account. I haven't changed anything on my account. Please let me know.,en,True,account_access,account_access,account_access,account_access,high,approved,
CONV-04440,email,My account suddenly won't let me log in. I haven't changed anything on my account. Please let me know.,en,True,account_access,account_access,account_security,account_access,medium,adjudicated,REVIEWER-001
CONV-04441,mobile_app,I need some help. Why does the payment fail whenever I try to complete the order? This is my first time dealing with this issue. Thank you.,en,True,payment_failure,payment_failure,payment_failure,payment_failure,high,approved,
CONV-04442,chat,"Hi, ORD-100470 was due on Friday, but it still hasn't arrived. I noticed this while reviewing my recent activity. Any guidance would be helpful.",en,True,delivery_delay,delivery_delay,delivery_delay,delivery_delay,high,approved,
CONV-04443,mobile_app,Just checking — Part of ORD-102703 was not included in the delivery. I’m trying to sort this out before the end of the day. I’d like to resolve this today.,en,True,missing_item,missing_item,missing_item,missing_item,high,approved,
CONV-04444,chat,Quick question: I noticed a login I don't recognize. I’m trying to sort this out before the end of the day. Any guidance would be helpful.,en,True,account_security,account_security,account_security,account_security,high,approved,
CONV-04445,email,Could you help me? Please update the destination before the order ships. I noticed this while reviewing my recent activity. Any guidance would be helpful.,en,True,address_change,address_change,address_change,address_change,high,approved,
CONV-04446,web_form,"Quick question: I have tried several times, but the transaction won't go through. I noticed this while reviewing my recent activity. I'd appreciate your help.",en,True,payment_failure,payment_failure,payment_failure,payment_failure,high,approved,
CONV-04447,chat,I’m contacting support because How do I change the address attached to my order? I haven't changed anything on my account. Please let me know.,en,True,address_change,address_change,address_change,address_change,high,approved,
CONV-04448,chat,Could you help me? Why is the coupon being rejected at checkout? I noticed this while reviewing my recent activity. Any guidance would be helpful.,en,True,promo_code,promo_code,promo_code,promo_code,high,approved,
CONV-04449,web_form,"Hi, I think someone may have accessed my account. I placed the order earlier today. I’d like to resolve this today.",en,True,account_security,account_security,account_security,account_security,high,approved,
CONV-04450,web_form,"Quick question: I have tried several times, but the transaction won't go through. I’m trying to sort this out before the end of the day. I’d like to resolve this today.",en,True,payment_failure,subscription_billing,payment_failure,payment_failure,medium,adjudicated,REVIEWER-001
CONV-04451,chat,Please update the destination before the order ships. I haven't changed anything on my account. Please let me know.,en,True,address_change,address_change,address_change,address_change,high,approved,
CONV-04452,chat,Could you help me? My payment is being declined at checkout. I’m trying to sort this out before the end of the day. Any guidance would be helpful.,en,True,payment_failure,payment_failure,payment_failure,payment_failure,high,approved,
CONV-04453,email,Has the courier scanned ORD-104807 yet? This is my first time dealing with this issue. Please let me know.,en,True,delivery_tracking,delivery_tracking,delivery_tracking,delivery_tracking,high,approved,
CONV-04454,chat,"Hi, Where should I enter my promo code? I’m trying to sort this out before the end of the day. Thanks.",en,True,promo_code,promo_code,promo_code,promo_code,high,approved,
CONV-04455,web_form,Could you help me? Something about my account activity looks suspicious. I noticed this while reviewing my recent activity. I'd appreciate your help.,en,True,account_security,account_security,account_security,account_security,high,approved,
CONV-04456,mobile_app,My account suddenly won't let me log in. I haven't changed anything on my account. Can you check?,en,True,account_access,account_access,account_access,account_access,high,approved,
CONV-04457,mobile_app,"Hi, Why was my subscription charged this month? I noticed this while reviewing my recent activity. Thanks.",en,True,subscription_billing,duplicate_charge,subscription_billing,subscription_billing,medium,adjudicated,REVIEWER-001
CONV-04458,web_form,Quick question: Please stop ORD-101852 before it is dispatched. I placed the order earlier today. Thanks.,en,True,order_status,order_cancellation,order_cancellation,order_cancellation,medium,adjudicated,REVIEWER-001
CONV-04459,mobile_app,I’m contacting support because Could you tell me the current location or transit stage of my parcel? I haven't changed anything on my account. Can you check?,en,True,delivery_tracking,delivery_tracking,delivery_tracking,delivery_tracking,high,approved,
