conversation_id,channel,customer_message,language,synthetic
CONV-03870,chat,"Hello, I forgot my password. How can I reset it?",en,True
CONV-03871,chat,I’m contacting support because I opened the package and found the product broken. This is my first time dealing with this issue. Can you check?,en,True
CONV-03872,mobile_app,I need some help. The delivery date for ORD-100441 has passed and I'm still waiting. I haven't changed anything on my account. Please let me know.,en,True
CONV-03873,mobile_app,Just checking — Can you explain the latest recurring charge? I placed the order earlier today. Any guidance would be helpful.,en,True
CONV-03874,mobile_app,"Hi, I opened the package and found the product broken. I’m trying to sort this out before the end of the day. Any guidance would be helpful.",en,True
CONV-03875,email,"Quick question: The box arrived, but cable wasn't inside. I’m trying to sort this out before the end of the day. Thanks.",en,True
CONV-03876,chat,"Hi, I think someone may have accessed my account. I’m trying to sort this out before the end of the day. Any guidance would be helpful.",en,True
CONV-03877,mobile_app,"I wanted to check whether I have tried several times, but the transaction won't go through. I haven't changed anything on my account. Please let me know.",en,True
CONV-03878,mobile_app,I no longer want this order. Is cancellation still possible?,en,True
CONV-03879,chat,"Hi, Could you tell me the current location or transit stage of my parcel? I noticed this while reviewing my recent activity. I'd appreciate your help.",en,True
CONV-03880,chat,Quick question: I noticed a login I don't recognize. I placed the order earlier today. Thanks.,en,True
CONV-03881,web_form,Please advise: I can't finish the purchase because the payment isn't accepted. I’m trying to sort this out before the end of the day. I’d like to resolve this today.,en,True
CONV-03882,chat,I wanted to check whether Do you have an update on ORD-100236? I want to know where it stands. This is my first time dealing with this issue. Can you check?,en,True
CONV-03883,mobile_app,"Please advise: I received the package, but one of the products is absent. I placed the order earlier today. I’d like to resolve this today.",en,True
CONV-03884,chat,"Hello, When should ORD-100520 arrive? Thank you.",en,True
CONV-03885,email,Just checking — Part of ORD-102573 was not included in the delivery. I noticed this while reviewing my recent activity. Thanks.,en,True
CONV-03886,web_form,Quick question: I noticed a login I don't recognize. I placed the order earlier today. I’d like to resolve this today.,en,True
CONV-03887,web_form,Can you send me through the password recovery process? Please let me know.,en,True
CONV-03888,web_form,Could you help me? My account suddenly won't let me log in. I’m trying to sort this out before the end of the day. Thanks.,en,True
CONV-03889,mobile_app,Please advise: When should ORD-100735 arrive? I placed the order earlier today. I’d like to resolve this today.,en,True
CONV-03890,mobile_app,Please advise: Does this product come with the accessories shown? I placed the order earlier today. I’d like to resolve this today.,en,True
CONV-03891,mobile_app,I’m contacting support because Could you tell me the current location or transit stage of my parcel? I haven't changed anything on my account.,en,True
CONV-03892,web_form,I’m contacting support because I opened the package and found the product broken. This is my first time dealing with this issue. Thank you.,en,True
CONV-03893,mobile_app,"Please advise: I received the package, but one of the products is absent. I’m trying to sort this out before the end of the day. I’d like to resolve this today.",en,True
CONV-03894,email,Just checking — I can't recall my password and need to change it. I’m trying to sort this out before the end of the day. I’d like to resolve this today.,en,True
CONV-03895,mobile_app,I need some help. The login page won't let me access my account.,en,True
CONV-03896,chat,I wanted to check whether Can you give me an ETA for this shipment? Thank you.,en,True
CONV-03897,email,I need some help. Why does the payment fail whenever I try to complete the order?,en,True
CONV-03898,email,I’m contacting support because Checkout keeps rejecting my payment. Can you check?,en,True
CONV-03899,mobile_app,Quick question: Can you tell me more about this product's features? I noticed this while reviewing my recent activity. I’d like to resolve this today.,en,True
CONV-03900,web_form,I’m contacting support because I need the specifications before I decide whether to buy it. This is my first time dealing with this issue.,en,True
CONV-03901,email,I’m contacting support because How can I prevent the plan from renewing? This is my first time dealing with this issue. Please let me know.,en,True
CONV-03902,chat,Please advise: Can you cancel ORD-101890 for me? I’m trying to sort this out before the end of the day. I'd appreciate your help.,en,True
CONV-03903,email,"Hello, I'm locked out of my account and need access. I haven't changed anything on my account. Thank you.",en,True
CONV-03904,web_form,"Hi, Could you tell me the current location or transit stage of my parcel? I placed the order earlier today. Any guidance would be helpful.",en,True
CONV-03905,mobile_app,I need some help. There are changes in my profile that I didn't make. I haven't changed anything on my account. Thank you.,en,True
CONV-03906,web_form,Could you help me? Please help me arrange a return. I’m trying to sort this out before the end of the day. Thanks.,en,True
CONV-03907,email,Could you help me? Could you explain the available options for this product? I’m trying to sort this out before the end of the day. Any guidance would be helpful.,en,True
CONV-03908,email,"Hello, I can't finish the purchase because the payment isn't accepted.",en,True
CONV-03909,mobile_app,"Hello, What steps do I need to follow to return this product? Can you check?",en,True
CONV-03910,email,I’m contacting support because Could you tell me the current location or transit stage of my parcel? I haven't changed anything on my account. Thank you.,en,True
CONV-03911,web_form,Quick question: The delivered item doesn't match my order. I’m trying to sort this out before the end of the day. I’d like to resolve this today.,en,True
CONV-03912,mobile_app,"Hi, I see two charges for the same purchase. I’m trying to sort this out before the end of the day. I’d like to resolve this today.",en,True
CONV-03913,email,Please advise: Does this product come with the accessories shown? I noticed this while reviewing my recent activity. Thanks.,en,True
CONV-03914,web_form,"Hello, I forgot my password. How can I reset it? I haven't changed anything on my account. Thank you.",en,True
CONV-03915,mobile_app,Why is the coupon being rejected at checkout? Please let me know.,en,True
CONV-03916,web_form,What is the estimated delivery date for my package? Can you check?,en,True
CONV-03917,web_form,I wanted to check whether Can you tell me more about this product's features? I haven't changed anything on my account. Can you check?,en,True
CONV-03918,web_form,"Hello, I forgot my password. How can I reset it? I haven't changed anything on my account. Thank you.",en,True
CONV-03919,email,Please advise: When should ORD-100745 arrive? I noticed this while reviewing my recent activity. Any guidance would be helpful.,en,True
CONV-03920,web_form,I’m contacting support because How do I change the address attached to my order? This is my first time dealing with this issue.,en,True
CONV-03921,email,I need some help. Can you help me cancel my recent order? This is my first time dealing with this issue. Please let me know.,en,True
CONV-03922,web_form,Please advise: My discount code isn't working. I’m trying to sort this out before the end of the day. I'd appreciate your help.,en,True
CONV-03923,chat,Please advise: I'm locked out of my account and need access. I placed the order earlier today. I'd appreciate your help.,en,True
CONV-03924,web_form,Quick question: Please stop my recurring membership. I noticed this while reviewing my recent activity. Thanks.,en,True
CONV-03925,email,"Hi, Roughly how long will delivery take? I placed the order earlier today. Any guidance would be helpful.",en,True
CONV-03926,email,Quick question: Do you have an update on ORD-100081? I want to know where it stands. I noticed this while reviewing my recent activity. I’d like to resolve this today.,en,True
CONV-03927,web_form,Please advise: Can you show me the latest tracking update for my shipment? I noticed this while reviewing my recent activity. Thanks.,en,True
CONV-03928,web_form,Just checking — Why does the payment fail whenever I try to complete the order? I placed the order earlier today. I'd appreciate your help.,en,True
CONV-03929,web_form,Could you explain the available options for this product?,en,True
CONV-03930,chat,Could you help me? Please help me arrange a return. I placed the order earlier today. I’d like to resolve this today.,en,True
CONV-03931,web_form,Just checking — There are changes in my profile that I didn't make. I noticed this while reviewing my recent activity. I'd appreciate your help.,en,True
CONV-03932,mobile_app,Just checking — Can I change the shipping address for ORD-103695? I’m trying to sort this out before the end of the day. I'd appreciate your help.,en,True
CONV-03933,web_form,"Hi, Could you tell me the current location or transit stage of my parcel? I placed the order earlier today. Any guidance would be helpful.",en,True
CONV-03934,chat,Can you send me through the password recovery process?,en,True
CONV-03935,web_form,"Hello, The product has a crack that wasn't shown in the listing. I haven't changed anything on my account. Please let me know.",en,True
CONV-03936,chat,"Hello, I don't recognize the amount billed for my membership.",en,True
CONV-03937,chat,Could you help me? Please help me arrange a return. I noticed this while reviewing my recent activity. I'd appreciate your help.,en,True
CONV-03938,mobile_app,I wanted to check whether The promised delivery window is over for ORD-100329. Please let me know.,en,True
CONV-03939,web_form,"My delivery arrived, but the item inside is damaged. I haven't changed anything on my account. Please let me know.",en,True
CONV-03940,email,"Hi, I opened the package and found the product broken. I placed the order earlier today. I’d like to resolve this today.",en,True
CONV-03941,email,"Hello, What steps do I need to follow to return this product? I haven't changed anything on my account. Please let me know.",en,True
CONV-03942,chat,Just checking — I changed my mind and would like to send the item back. I noticed this while reviewing my recent activity. I'd appreciate your help.,en,True
CONV-03943,mobile_app,Just checking — What exactly is included with this item? I noticed this while reviewing my recent activity. I’d like to resolve this today.,en,True
CONV-03944,mobile_app,Please help me arrange a return. Can you check?,en,True
CONV-03945,chat,"I wanted to check whether The box arrived, but charger wasn't inside. Please let me know.",en,True
CONV-03946,email,Quick question: Do you have an update on ORD-100181? I want to know where it stands. I’m trying to sort this out before the end of the day. I'd appreciate your help.,en,True
CONV-03947,chat,"Hello, Would you mind checking the latest status of ORD-100164? This is my first time dealing with this issue. Can you check?",en,True
CONV-03948,mobile_app,Could you help me? The same purchase appears twice on my card statement. I placed the order earlier today. I’d like to resolve this today.,en,True
CONV-03949,email,I need some help. The delivery date for ORD-100451 has passed and I'm still waiting. This is my first time dealing with this issue.,en,True
CONV-03950,web_form,I need some help. Part of ORD-102538 was not included in the delivery. I haven't changed anything on my account. Can you check?,en,True
CONV-03951,email,Please advise: I don't recognize the amount billed for my membership. I’m trying to sort this out before the end of the day. I’d like to resolve this today.,en,True
CONV-03952,email,I need some help. Where is ORD-104775 right now? Please let me know.,en,True
CONV-03953,email,"I wanted to check whether I have tried several times, but the transaction won't go through. This is my first time dealing with this issue.",en,True
CONV-03954,email,Just checking — I can't recall my password and need to change it. I placed the order earlier today. I’d like to resolve this today.,en,True
CONV-03955,mobile_app,Please advise: I'm still waiting for the money from my return. Can you check? I placed the order earlier today. Any guidance would be helpful.,en,True
CONV-03956,mobile_app,Just checking — What exactly is included with this item? I placed the order earlier today. I'd appreciate your help.,en,True
CONV-03957,email,"Hi, Why was my subscription charged this month? I noticed this while reviewing my recent activity. I'd appreciate your help.",en,True
CONV-03958,mobile_app,Something about my account activity looks suspicious. I haven't changed anything on my account. Thank you.,en,True
CONV-03959,email,I’m contacting support because Checkout keeps rejecting my payment. This is my first time dealing with this issue.,en,True
CONV-03960,email,Please advise: I don't recognize the amount billed for my membership. I placed the order earlier today. I’d like to resolve this today.,en,True
CONV-03961,email,Quick question: Can you tell me more about this product's features? I’m trying to sort this out before the end of the day. Thanks.,en,True
CONV-03962,chat,I need some help. Can I change the shipping address for ORD-103680? I haven't changed anything on my account. Please let me know.,en,True
CONV-03963,mobile_app,"Hi, I need the specifications before I decide whether to buy it. I placed the order earlier today. I’d like to resolve this today.",en,True
CONV-03964,chat,My subscription payment was higher than I expected. This is my first time dealing with this issue.,en,True
CONV-03965,web_form,Quick question: I noticed a login I don't recognize. I’m trying to sort this out before the end of the day. I'd appreciate your help.,en,True
CONV-03966,chat,Quick question: I noticed a login I don't recognize. I placed the order earlier today. Thanks.,en,True
CONV-03967,chat,I’m contacting support because I need the specifications before I decide whether to buy it. This is my first time dealing with this issue. Please let me know.,en,True
CONV-03968,email,Please advise: I forgot my password. How can I reset it? I placed the order earlier today. I’d like to resolve this today.,en,True
CONV-03969,email,"Hello, My parcel is 6 days late. Can you investigate? I haven't changed anything on my account. Can you check?",en,True
CONV-03970,chat,Please advise: Can you cancel ORD-101790 for me? I noticed this while reviewing my recent activity. I’d like to resolve this today.,en,True
CONV-03971,chat,Just checking — The item I received isn't the one I ordered. I noticed this while reviewing my recent activity. Thanks.,en,True
CONV-03972,web_form,I’m contacting support because I opened the package and found the product broken. I haven't changed anything on my account. Please let me know.,en,True
CONV-03973,mobile_app,Just checking — There is visible damage on the item I received. I placed the order earlier today. Thanks.,en,True
CONV-03974,chat,"Hi, I'd like to withdraw this purchase if it hasn't shipped. I placed the order earlier today. I'd appreciate your help.",en,True
CONV-03975,email,Quick question: Can you tell me more about this product's features? I placed the order earlier today. Thanks.,en,True
CONV-03976,web_form,Please advise: My parcel is 3 days late. Can you investigate? I’m trying to sort this out before the end of the day. I'd appreciate your help.,en,True
CONV-03977,web_form,Just checking — I changed my mind and would like to send the item back. I’m trying to sort this out before the end of the day. Thanks.,en,True
CONV-03978,mobile_app,Just checking — I can't recall my password and need to change it. I’m trying to sort this out before the end of the day. Any guidance would be helpful.,en,True
CONV-03979,email,Just checking — What exactly is included with this item? I’m trying to sort this out before the end of the day. Thanks.,en,True
CONV-03980,chat,Just checking — There are changes in my profile that I didn't make. I’m trying to sort this out before the end of the day. Thanks.,en,True
CONV-03981,email,Please advise: I'm still waiting for the money from my return. Can you check? I placed the order earlier today. I'd appreciate your help.,en,True
CONV-03982,email,Why is the coupon being rejected at checkout? I haven't changed anything on my account. Can you check?,en,True
CONV-03983,mobile_app,Could you help me? Please update the destination before the order ships. I noticed this while reviewing my recent activity. I’d like to resolve this today.,en,True
CONV-03984,chat,Could you help me? Has the courier scanned ORD-104922 yet? I noticed this while reviewing my recent activity. I’d like to resolve this today.,en,True
CONV-03985,web_form,"My delivery arrived, but the item inside is damaged. Please let me know.",en,True
CONV-03986,email,I’m contacting support because I think someone may have accessed my account. This is my first time dealing with this issue. Can you check?,en,True
CONV-03987,email,"Could you help me? My delivery arrived, but the item inside is damaged. I noticed this while reviewing my recent activity. I’d like to resolve this today.",en,True
CONV-03988,mobile_app,I no longer want this order. Is cancellation still possible?,en,True
CONV-03989,mobile_app,"I wanted to check whether I have tried several times, but the transaction won't go through. I haven't changed anything on my account. Thank you.",en,True
CONV-03990,mobile_app,I need some help. I changed my mind and would like to send the item back.,en,True
CONV-03991,email,Please help me arrange a return. I haven't changed anything on my account. Please let me know.,en,True
CONV-03992,web_form,I’m contacting support because How do I change the address attached to my order? This is my first time dealing with this issue.,en,True
CONV-03993,chat,"Hi, How can I prevent the plan from renewing? I noticed this while reviewing my recent activity. I’d like to resolve this today.",en,True
CONV-03994,web_form,"Hello, Would you mind checking the latest status of ORD-100054? Please let me know.",en,True
CONV-03995,web_form,Please advise: I'm locked out of my account and need access. I’m trying to sort this out before the end of the day. Any guidance would be helpful.,en,True
CONV-03996,email,I wanted to check whether I noticed a login I don't recognize.,en,True
CONV-03997,web_form,Please advise: Can you cancel ORD-101920 for me? I’m trying to sort this out before the end of the day. Any guidance would be helpful.,en,True
CONV-03998,mobile_app,Just checking — Can I change the shipping address for ORD-103715? I noticed this while reviewing my recent activity. I’d like to resolve this today.,en,True
CONV-03999,web_form,I’m contacting support because I need the specifications before I decide whether to buy it. This is my first time dealing with this issue.,en,True
CONV-04000,chat,"Hi, Could you explain the return process for this purchase? I’m trying to sort this out before the end of the day. I’d like to resolve this today.",en,True
CONV-04001,email,Just checking — It looks like I was billed twice for ORD-101701. I noticed this while reviewing my recent activity. Any guidance would be helpful.,en,True
CONV-04002,mobile_app,"Hello, I received a security alert for an unfamiliar sign-in. Please let me know.",en,True
CONV-04003,email,"Hi, I opened the package and found the product broken. I noticed this while reviewing my recent activity. I’d like to resolve this today.",en,True
CONV-04004,chat,"Hello, I'm still waiting for the money from my return. Can you check? Can you check?",en,True
CONV-04005,email,I need some help. I changed my mind and would like to send the item back. Thank you.,en,True
CONV-04006,email,"Please advise: I received the package, but one of the products is absent. I noticed this while reviewing my recent activity. Thanks.",en,True
CONV-04007,email,Just checking — I placed ORD-100193 recently. What is happening with it? I’m trying to sort this out before the end of the day. I’d like to resolve this today.,en,True
CONV-04008,email,Quick question: I need to create a new password because I can't remember mine. I noticed this while reviewing my recent activity. I'd appreciate your help.,en,True
CONV-04009,web_form,Can you send me through the password recovery process? Thank you.,en,True
CONV-04010,chat,Please advise: I can't finish the purchase because the payment isn't accepted. I’m trying to sort this out before the end of the day. Any guidance would be helpful.,en,True
CONV-04011,email,"Hi, My multi-item order is incomplete. I’m trying to sort this out before the end of the day. Thanks.",en,True
CONV-04012,web_form,Please advise: What steps do I need to follow to return this product? I noticed this while reviewing my recent activity. Thanks.,en,True
CONV-04013,web_form,I need some help. What exactly is included with this item? I haven't changed anything on my account.,en,True
CONV-04014,web_form,"Hello, I forgot my password. How can I reset it? Please let me know.",en,True
CONV-04015,email,I wanted to check whether I noticed a login I don't recognize. I haven't changed anything on my account.,en,True
CONV-04016,mobile_app,Please advise: I forgot my password. How can I reset it? I placed the order earlier today. Any guidance would be helpful.,en,True
CONV-04017,mobile_app,"I’m contacting support because ORD-100285 was due on Saturday, but it still hasn't arrived. I haven't changed anything on my account. Thank you.",en,True
CONV-04018,chat,Quick question: I want to track the package that was just dispatched. I’m trying to sort this out before the end of the day. I’d like to resolve this today.,en,True
CONV-04019,web_form,"Could you help me? I expected this shipment already, but it hasn't turned up. I noticed this while reviewing my recent activity. I’d like to resolve this today.",en,True
CONV-04020,web_form,"Hi, Where should I enter my promo code? I’m trying to sort this out before the end of the day. I'd appreciate your help.",en,True
CONV-04021,web_form,Could you help me? I was sent the wrong model. I’m trying to sort this out before the end of the day. I’d like to resolve this today.,en,True
CONV-04022,email,"Hi, My multi-item order is incomplete. I noticed this while reviewing my recent activity. Thanks.",en,True
CONV-04023,mobile_app,"Could you help me? My delivery arrived, but the item inside is damaged. I placed the order earlier today. Thanks.",en,True
CONV-04024,mobile_app,Something about my account activity looks suspicious. Please let me know.,en,True
CONV-04025,web_form,I wanted to check whether Can you give me an ETA for this shipment? I haven't changed anything on my account. Can you check?,en,True
CONV-04026,email,I’m contacting support because Could you explain the return process for this purchase? Please let me know.,en,True
CONV-04027,email,I’m contacting support because Where should I enter my promo code? This is my first time dealing with this issue. Can you check?,en,True
CONV-04028,chat,Could you help me? Why is the coupon being rejected at checkout? I noticed this while reviewing my recent activity. Any guidance would be helpful.,en,True
CONV-04029,chat,Could you help me? I was sent the wrong model. I noticed this while reviewing my recent activity. Any guidance would be helpful.,en,True
CONV-04030,mobile_app,Please help me arrange a return. This is my first time dealing with this issue. Can you check?,en,True
CONV-04031,chat,I wanted to check whether I need to create a new password because I can't remember mine. This is my first time dealing with this issue.,en,True
CONV-04032,email,I need some help. Can you help me cancel my recent order? This is my first time dealing with this issue. Thank you.,en,True
CONV-04033,mobile_app,Could you help me? Could you explain the available options for this product? I’m trying to sort this out before the end of the day. I'd appreciate your help.,en,True
CONV-04034,chat,Just checking — The delivery date for ORD-100326 has passed and I'm still waiting. I noticed this while reviewing my recent activity. Any guidance would be helpful.,en,True
CONV-04035,chat,I need some help. Part of ORD-102608 was not included in the delivery. This is my first time dealing with this issue. Thank you.,en,True
CONV-04036,email,I need some help. Why does the payment fail whenever I try to complete the order? This is my first time dealing with this issue.,en,True
CONV-04037,chat,I wanted to check whether I think I was charged more than once for a single checkout. This is my first time dealing with this issue. Thank you.,en,True
CONV-04038,web_form,"Hello, I'm still waiting for the money from my return. Can you check? I haven't changed anything on my account. Thank you.",en,True
CONV-04039,mobile_app,Just checking — Part of ORD-102523 was not included in the delivery. I’m trying to sort this out before the end of the day. I'd appreciate your help.,en,True
CONV-04040,mobile_app,I need some help. The delivery date for ORD-100341 has passed and I'm still waiting. Thank you.,en,True
CONV-04041,email,Please advise: I entered the wrong delivery address. Can it be corrected? I’m trying to sort this out before the end of the day. Any guidance would be helpful.,en,True
CONV-04042,mobile_app,"Hi, Can you see what stage ORD-100147 is at right now? I noticed this while reviewing my recent activity. Any guidance would be helpful.",en,True
CONV-04043,chat,I’m contacting support because Roughly how long will delivery take? Thank you.,en,True
CONV-04044,web_form,Just checking — There are changes in my profile that I didn't make. I’m trying to sort this out before the end of the day. I’d like to resolve this today.,en,True
CONV-04045,mobile_app,Could you help me? Could you tell me the current status of my refund? I’m trying to sort this out before the end of the day. Thanks.,en,True
CONV-04046,web_form,Please advise: What steps do I need to follow to return this product? I placed the order earlier today. Thanks.,en,True
CONV-04047,chat,"Hi, Could you explain the return process for this purchase? I noticed this while reviewing my recent activity. I'd appreciate your help.",en,True
CONV-04048,mobile_app,Just checking — What exactly is included with this item? I placed the order earlier today. I’d like to resolve this today.,en,True
CONV-04049,web_form,"Hi, Checkout keeps rejecting my payment. I noticed this while reviewing my recent activity. I'd appreciate your help.",en,True
CONV-04050,mobile_app,I need some help. I don't want the subscription to continue after this billing period. This is my first time dealing with this issue. Can you check?,en,True
CONV-04051,mobile_app,Please advise: The product has a crack that wasn't shown in the listing. I noticed this while reviewing my recent activity. Any guidance would be helpful.,en,True
CONV-04052,email,Just checking — Part of ORD-102713 was not included in the delivery. I placed the order earlier today. Any guidance would be helpful.,en,True
CONV-04053,email,Could you help me? What is the estimated delivery date for my package? I noticed this while reviewing my recent activity. Thanks.,en,True
CONV-04054,web_form,Could you tell me the current status of my refund? I haven't changed anything on my account. Please let me know.,en,True
CONV-04055,web_form,I’m contacting support because Can you see what stage ORD-100062 is at right now? This is my first time dealing with this issue. Please let me know.,en,True
CONV-04056,web_form,Quick question: The promised delivery window is over for ORD-100284. I noticed this while reviewing my recent activity. I’d like to resolve this today.,en,True
CONV-04057,chat,"My delivery arrived, but the item inside is damaged.",en,True
CONV-04058,web_form,I’m contacting support because I need the specifications before I decide whether to buy it. This is my first time dealing with this issue. Can you check?,en,True
CONV-04059,email,I need some help. Can you help me cancel my recent order? This is my first time dealing with this issue. Thank you.,en,True
CONV-04060,chat,Please update the destination before the order ships. I haven't changed anything on my account. Thank you.,en,True
CONV-04061,mobile_app,Has the courier scanned ORD-104857 yet? I haven't changed anything on my account.,en,True
CONV-04062,mobile_app,"Quick question: The item was returned, but I haven't received the refund. I’m trying to sort this out before the end of the day. Thanks.",en,True
CONV-04063,chat,Please advise: Can you cancel ORD-101990 for me? I placed the order earlier today. I’d like to resolve this today.,en,True
CONV-04064,chat,"Hello, Would you mind checking the latest status of ORD-100024?",en,True
CONV-04065,web_form,Could you help me? Has the courier scanned ORD-104852 yet? I placed the order earlier today. Any guidance would be helpful.,en,True
CONV-04066,web_form,"Hello, I don't recognize the amount billed for my membership. This is my first time dealing with this issue. Please let me know.",en,True
CONV-04067,mobile_app,Please advise: I don't recognize the amount billed for my membership. I’m trying to sort this out before the end of the day. Thanks.,en,True
CONV-04068,chat,Just checking — I changed my mind and would like to send the item back. I noticed this while reviewing my recent activity. I’d like to resolve this today.,en,True
CONV-04069,email,I wanted to check whether I want to return ORD-100875. How do I start? This is my first time dealing with this issue. Thank you.,en,True
CONV-04070,web_form,I need some help. What exactly is included with this item? This is my first time dealing with this issue.,en,True
CONV-04071,chat,Please advise: What steps do I need to follow to return this product? I placed the order earlier today. I’d like to resolve this today.,en,True
CONV-04072,mobile_app,"Hi, My multi-item order is incomplete. I noticed this while reviewing my recent activity. I’d like to resolve this today.",en,True
CONV-04073,chat,I need some help. Can I change the shipping address for ORD-103600? This is my first time dealing with this issue. Please let me know.,en,True
CONV-04074,chat,"Hi, Something different was packed instead of what I purchased. I noticed this while reviewing my recent activity. Thanks.",en,True
CONV-04075,mobile_app,Just checking — What exactly is included with this item? I’m trying to sort this out before the end of the day. I’d like to resolve this today.,en,True
CONV-04076,web_form,Just checking — Where is ORD-104980 right now? I’m trying to sort this out before the end of the day. Any guidance would be helpful.,en,True
CONV-04077,chat,I wanted to check whether I have a question about the charge on my recurring plan. Can you check?,en,True
CONV-04078,chat,Could you explain the available options for this product? I haven't changed anything on my account. Please let me know.,en,True
CONV-04079,mobile_app,"I’m contacting support because ORD-100385 was due on Thursday, but it still hasn't arrived. This is my first time dealing with this issue. Please let me know.",en,True
CONV-04080,mobile_app,I’m contacting support because How can I prevent the plan from renewing? I haven't changed anything on my account.,en,True
CONV-04081,chat,Please advise: My discount code isn't working. I’m trying to sort this out before the end of the day. Thanks.,en,True
CONV-04082,email,Could you help me? Could you explain the available options for this product? I noticed this while reviewing my recent activity. Any guidance would be helpful.,en,True
CONV-04083,chat,What is the estimated delivery date for my package? I haven't changed anything on my account. Thank you.,en,True
CONV-04084,email,"Hello, My package contains a different product. This is my first time dealing with this issue.",en,True
CONV-04085,email,Quick question: Can you tell me more about this product's features? I noticed this while reviewing my recent activity. Any guidance would be helpful.,en,True
CONV-04086,chat,Please advise: Could you help me end my recurring plan? I’m trying to sort this out before the end of the day. I'd appreciate your help.,en,True
CONV-04087,web_form,"Hi, Could you explain the return process for this purchase? I noticed this while reviewing my recent activity. Thanks.",en,True
CONV-04088,email,Could you help me? Please update the destination before the order ships. I’m trying to sort this out before the end of the day. Thanks.,en,True
CONV-04089,chat,"Hello, Does this product come with the accessories shown? Thank you.",en,True
CONV-04090,web_form,Just checking — The item I received isn't the one I ordered. I placed the order earlier today. I'd appreciate your help.,en,True
CONV-04091,mobile_app,Could you help me? Please update the destination before the order ships. I placed the order earlier today. I’d like to resolve this today.,en,True
CONV-04092,email,Quick question: Do you have an update on ORD-100201? I want to know where it stands. I noticed this while reviewing my recent activity. I’d like to resolve this today.,en,True
CONV-04093,chat,I’m contacting support because Where can I request a password reset? I haven't changed anything on my account. Can you check?,en,True
CONV-04094,web_form,"Hi, Checkout keeps rejecting my payment. I placed the order earlier today. I'd appreciate your help.",en,True
CONV-04095,chat,Can you send me through the password recovery process? I haven't changed anything on my account. Can you check?,en,True
CONV-04096,web_form,Please update the destination before the order ships. Can you check?,en,True
CONV-04097,chat,I need some help. Part of ORD-102708 was not included in the delivery. Please let me know.,en,True
CONV-04098,email,Just checking — Can you explain the latest recurring charge? I placed the order earlier today. I'd appreciate your help.,en,True
CONV-04099,chat,Just checking — Can you help me cancel my recent order? I’m trying to sort this out before the end of the day. I’d like to resolve this today.,en,True
CONV-04100,mobile_app,I need some help. The discount isn't being applied even though I entered the code. I haven't changed anything on my account. Thank you.,en,True
CONV-04101,web_form,Please advise: I'm locked out of my account and need access. I noticed this while reviewing my recent activity. Thanks.,en,True
CONV-04102,web_form,"Hello, I forgot my password. How can I reset it? Thank you.",en,True
CONV-04103,email,Just checking — Has the refund for ORD-101205 been issued yet? I noticed this while reviewing my recent activity. I’d like to resolve this today.,en,True
CONV-04104,email,"Hi, I see two charges for the same purchase. I’m trying to sort this out before the end of the day. Any guidance would be helpful.",en,True
CONV-04105,mobile_app,I need some help. There are changes in my profile that I didn't make. I haven't changed anything on my account. Thank you.,en,True
CONV-04106,web_form,"Hi, I think someone may have accessed my account. I noticed this while reviewing my recent activity. I'd appreciate your help.",en,True
CONV-04107,mobile_app,I need some help. The login page won't let me access my account. I haven't changed anything on my account. Can you check?,en,True
CONV-04108,web_form,Quick question: Please stop ORD-101792 before it is dispatched. I placed the order earlier today. Any guidance would be helpful.,en,True
CONV-04109,mobile_app,I’m contacting support because How can I prevent the plan from renewing? This is my first time dealing with this issue.,en,True
CONV-04110,web_form,Please advise: I received a security alert for an unfamiliar sign-in. I noticed this while reviewing my recent activity. I’d like to resolve this today.,en,True
CONV-04111,email,I need some help. There are changes in my profile that I didn't make. This is my first time dealing with this issue.,en,True
CONV-04112,email,Quick question: I need to redirect this package to another address. I’m trying to sort this out before the end of the day. Any guidance would be helpful.,en,True
CONV-04113,mobile_app,Something about my account activity looks suspicious. Thank you.,en,True
CONV-04114,mobile_app,"Hi, Roughly how long will delivery take? I placed the order earlier today. I'd appreciate your help.",en,True
CONV-04115,chat,Can you send me through the password recovery process? This is my first time dealing with this issue. Can you check?,en,True
CONV-04116,mobile_app,"Hi, I need the specifications before I decide whether to buy it. I’m trying to sort this out before the end of the day. I'd appreciate your help.",en,True
CONV-04117,web_form,I wanted to check whether Do you have an update on ORD-100126? I want to know where it stands. Please let me know.,en,True
CONV-04118,web_form,Quick question: Please stop my recurring membership. I noticed this while reviewing my recent activity. Thanks.,en,True
CONV-04119,email,I’m contacting support because I can't sign in to my account. Please let me know.,en,True
CONV-04120,mobile_app,Please advise: I entered the wrong delivery address. Can it be corrected? I placed the order earlier today. I’d like to resolve this today.,en,True
CONV-04121,web_form,One product from my order is missing. I haven't changed anything on my account. Can you check?,en,True
CONV-04122,email,I need some help. I changed my mind and would like to send the item back. This is my first time dealing with this issue. Thank you.,en,True
CONV-04123,mobile_app,Quick question: I think I was charged more than once for a single checkout. I’m trying to sort this out before the end of the day. I'd appreciate your help.,en,True
CONV-04124,web_form,Could you help me? Please help me arrange a return. I noticed this while reviewing my recent activity. Thanks.,en,True
CONV-04125,mobile_app,I’m contacting support because I think someone may have accessed my account. Thank you.,en,True
CONV-04126,email,"Hello, Can you show me the latest tracking update for my shipment? I haven't changed anything on my account. Thank you.",en,True
CONV-04127,chat,"Hello, The product has a crack that wasn't shown in the listing. Can you check?",en,True
